full_text,reclamacao
"vou na rua daqui a pouco, se quiserem ver um lixo ambulante podem ir na pracinha que eu estarei lá",não

"@FalleNCS Que lixo, ficar retuitando esse tipo de coisa, alimentando essa distorção completa da realidade. E se fosse vc que não pudesse sair na rua sem ser xingado, que tivesse que usar escolta pra ir na padaria, ter seu DIREITO de ir e vir tolhido por fanatismo político?",não

"Me dói o coração ver a realidade de algumas pessoas. Enquanto nos muitas vezes reclamamos da nossa casa ou da nossa comida, tem gente morando na rua e catanto comida do lixo para comer!! É inadmissível ver uma coisa dessa e não fazer nada pra ajudar.",não

Carnaval é só lixo e mijo na rua,não

"eu vou colocar o lixo na rua né, aí do nada começa a cair o mundo e vem uma PEDRA DE GELO na minha cabeça, tudo certo por aqui",não

"É dever de cada um de nós, cidadãos, não somente jogar a responsabilidade para os órgãos públicos, mas ajudar fazendo a nossa parte cuidando de nossa vizinhança, não jogando lixo na rua, cortando o matagal de nossos terrenos e propriedades etc...",não

"Sou doido pra fazer isso... 

fico puto quando vejo gente jogando lixo na rua https://t.co/mKVMp9iZ5a",não

"Vídeo lindo. Mts cães passam a vida inteira na rua ou num abrigo, sem nunca ter um lar. Ficam idosos mas continuam sendo cachorros. Ng os quer. Ng olha pra eles. Uma pessoa q só quer bicho novo e lindo (e de raça) certamente vai abandoná-lo qd envelhecer. Ser humano é lixo. https://t.co/2RWWrGL4v1",não

Alô Floripa Alguém conhece este cidadão peguei no flagrante jogando uma lixeira inteira na rua espalhando todo o lixo. Certamente para atribuir aos estudantes. Que imediatamente juntaram cada sacola jogada. Exemplo de civilidade e educação.,não

I liked a @YouTube video https://t.co/oMchjBtUjd FIQUEI FAMOSA CANTANDO NA RUA! - Do Lixo ao Luxo 2 (The Sims 4),não

ontem eu tava Um Lixo porem hoje estou Perfeita se passarem por mim na rua cuidado nao olhem diretamente pode machucar os olhos.......,não

Acho muito engraçado falarem tanto do lixão que fica a rua depois do bloquinho mas nem citarem o fato de que você não encontra UMA lixeira na rua pra jogar o lixo,não

dizem q tem pelo menos 7 pessoas mt parecidas com a gente no mundo ne... hj eu vi dois saco de lixo na rua quase achei q tinha achado duas pessoas q pareciam cmg,não

"Mano quer me matar do coração eu ver gente jogando lixo na rua, pq não aguarda essa porra no bolso até achar uma lixeira",não

Pode ou não pode botar lixo na rua amanhã?,não

Gente porca e nojenta. Acha ruim de alagar tua casa para de jogar lixo na rua seus relaxado. https://t.co/MCYPsEJaSK,não

"eu inclusive acho escroto quem julga os ""noias"" que vivem na rua, você não sabe oq ele passou p estar naquela situação, nao sabe quais foram os cenários que o mesmo vivenciou e mesmo assim opta por julga-lo, são infinitas possibilidades então PARE DE SER UM BOSTA SEU LIXO MÓRBIDO",não

"@iahgos A minha eu encontrei no lixo e coloquei o nome de Phoebe, pq a Phoebe morava na rua kkkk o nome completo é Phoebe b.o. Lopes, o b.o. é pq quando eu peguei meu falou ""agora segura esse b.o."", tbm de Baguera e Okoye, só pq ela é preta e achei ela pouco antes de ver Black panther",não

vei meu vizinho passou por mim na rua e me cumprimentou todo educadinho eu n reconheci e meu instinto de men down me fez ignora-lo jesus eu sou um lixo,não

Datena a cena do homicídio por causa do celular a perícia pecou heim em jogar o lixo na rua ! Porquinhos 🐷#BandJornalismo,não

"@Paulo25Ferreira @patrickmrd @fernandezmaris_ Se tu ver alguem jogando lixo na rua ou no mar qualqurr lugar, ta errado obvuo cobra dele, mas faça uma cobranca tao forte assim com o estado po, tudo pra vcs e culpa da populacao, tudo se resolve ""nao jogando papel de bala no chao"" a qual foi isso ai e muito razo",não

"@CrazyRanger97 @JessGuedes4 @dudamattossss E tbem tem o povo..o q vc falou a pouco..o jeitinho,  o se dar bem, lixo na rua,  entrar em programa q não tem direto usando mentiras..etc",não

Mais um dia brigando com quem joga lixo na rua,não

""" A chuva tá estragando sonhos de pessoas "" 

Errado, quem estragou foi você mesmo no momento que jogou lixo na rua, seu animal",não

Pau no cu de quem joga lixo na rua,não

"Cara hj eu tive muito sorte sério, eu tinha esquecido de por o lixo pra fora, o caminhão tava passando na rua e eu fui correndo levar o lixo, os cara tava tudo cansado, aí eles me pediram água e deu tempo de eu levar o resto enquanto eles bebiam",não

E ontem que a gente tava descendo a rua da Visão e um cara parou lá na frente só pra jogar o lixo no lixo. Eu e a Isabella gritamos e aplaudimos tanto esse cara que vcs não tem ideia,não

Não basta ser pobre e morar na favela ainda tem que jogar lixo na rua,não

"Nojo de pessoas que jogam lixo na rua, tendo uma lixeira a 10 passos delas",não

Homem pode ter a melhor comida em casa que sempre procura lixo na rua https://t.co/bRApTBCerV,não

"eu to quase apelando com o mike pq ele nunca coloca o lixo na rua quando é dia, fica deixando acumular pra depois ele mesmo levar mas a garagem fica (literalmente) um lixão, que nojo pqp",não

"É fácil saber que um país está piorando economicamente. Noves fora aqueles burgueses de condomínio fechado q tratam as outras pessoas como lixo, quem vive na rua real vê aumentar a cada dia o número de gente sem trabalho e pedindo esmola.",não

Gostei de um vídeo @YouTube https://t.co/omMDrCB0w6 lixo na rua,não

@NdiaCorreia Infelizmente nao é só nas praias. Se visses o lixo que apanho na rua semanalmente quando vou passear o meu cão... numa zona com imensos caixotes do lixo. Enfim é muito triste mesmo. Ah e também há imensos varredores e mesmo assim o lixo parece que nunca mais acaba.,não

"@_JeanArruda Ou pobre. A garotada brincava na rua e tinha barata, verme (do lixo), etc. Eu só fui conhecer gente que tinha medo de barata depois de adolescente.",não

"meu pai me disse que pegava os lixo da rua, entrava no carro do amigo dele e ficava jogando os lixo na casa das pessoas :v

mt bom exemplo",não

Não adianta poupar os canudos e continuar jogando lixo na rua e nas praias https://t.co/nmbZUA0SoR,não

eu realmente queria ser uma android programada pra matar seres humanos q joga lixo na rua,não

"@recordtvoficial urgente estamos quase 1 mês  com esse lixo no bairro,esta com mau cheiro e muitas moscas ninguém aguenta ficar na Praça devido o fedor. Bairro Senador Vasconcelos rua irapuru erm frente a cedae.",sim

Jogar lixo na rua é tão feio,não

"@_juliajansen nunca vi minha cidade tão poluida, qnt lixo na rua",não

Como um ser humano tem a capacidade de deixar lixo na rua e ainda achar bonito mandando foto e falando que o lixo ia ficar no mesmo lugar que a pessoa jogou tendo uma lixeira a 5 passos do lugar??????,não

"@jleitx @Poneia_h No terceiro corote eu ja to olhando assim até pros copo do mc donalds q a galera joga na rua.

Não joguem lixo nas ruas meninas, e meninos tbm, tutupom!",não

Coloquei um pacotinho de ração na mochila pq eu não aguento passar na rua e ver os doguineos rasgando o lixo procurando comida,não

"provas fodidas, crise de enxaqueca do caralho, briguei com meu pai na rua, professora de física me fez sentir um lixo na frente da turma, tive que pedir dinheiro pro meu pai pra um lance da escola (a gente não tá numa situação financeira legal) e eu só quero chorar tipo muito",não

"Minha mãe me ensinou que jogar lixo na rua é falta de educação. Mandar lixo para países pobres é absoluta selvageria. Isso é uma das coisas que mais critico nos ditos países de primeiro mundo: vivem por altos padrões civilizatórios, mas cometem atos bárbaros nos países alheios. https://t.co/g305b4NWiO",não

"Lixeiro é quem joga lixo na rua. Quem recolhe são chamados coletores, profissionais de limpeza urbana.😉",não

"@brunobarrosnet @carloscezarcjr Há muitos fatores envolvidos, como a topografia, questões climáticas, lixo jogado na rua e um monte de político ladrão que saqueou o Estado e o País. 

A Globo, aliás, apoiou muitos deles.",não

"depois percebemos os lixos nas ruas, e tal, por isso jogar lixo na rua, descartar moveis em locais inadequados não e uma boa,",não

"@rguilhermeds @estasmaisdtable @JornalOGlobo Olha sua cara de lixo, cara. Você propaga o ""amor"" e deseja o mal dos outros. Você é só um hipócrita, não gosta do Bolsonaro pq você não tá nem aí pra nada, só quer fumar sua maconha e dar o cu na rua com todo mundo vendo, igual cachorro no cio.",não

Fico irritada qd vejo gente jogando lixo na rua,não

E eu que tava na minha cama fazendo nada daí minha mãe abre a porta do meu quarto e acha que eu to fumando porque tem lixo sendo queimado na rua e o quarto ta abafado kkkkkkk,não

"To me sentindo um lixo, pq tá o pessoal todo bebendo e fumando na rua e NINGUÉM lembrou que eu existo. Talvez o dia em que estiverem duros pra comprar whisky e as coisas do narga eles lembrem de mim, aí aí",não

Sempre que vejo um(a) desgraçado(a) jogando o lixo na rua da vontade de jogar a própria pessoa no lixo só pra compensar,não

um prazer: constranger pessoa que vejo jogando lixo na rua,não

"@caleromarcelo Entendo e concordo com tudo isso. Aqui em BSB temos Vicente Pires q sofre a cada chuva.

Mas as pessoas continuam construindo em nascentes, barrancos e ribanceiras. Continuam grilando terra, jogando lixo na rua. Ñ respeitam o zoneamento das cidades.

É preciso, também, educação.",não

nossa as irmãs da minha mãe são um lixo se eu ver na rua eu vou meter um soco em cada uma,não

"Como é evidente que teremos Mourão já vamo caçando os podres aí. É pra chutar os dois, mas só vale se as ações (não esse ajuntamento de gente na rua) focarem no esclarecimento pra geral do desmonte do país, do pq da prisão de Lula. Do contrário virá lixo sobre lixo.",não

O correto era ninguém jogar lixo na rua mas tá valendo! https://t.co/3aK0vWhidg,não

se tu abre um bombom na rua e joga o lixo no chão tu é um babaca,não

Nenhum amigo pra dar uma volta na rua que lixo,não

Não só no Morumbi. Não joguem lixo na rua. https://t.co/WmYzONbpKZ,não

"Homem é igual cachorro, pode ter a melhor ração em casa, mas sempre mexe com o lixo na rua. 🤔",não

Como ainda tem gente q consegue jogar lixo na rua???,não

"Só vou dizer que tu conseguiu me fazer sentir um lixo (parabéns) e chorar até na rua 

Mas não se preocupa que eu… — Meu anjo, tu já me fez me sentir um lixo mais vezes mas eu esperei que tu se tocasse. As últimas vezes que a gent… https://t.co/7L9wF2Su5x",não

"Hoje eu tava bem de boa limpando a casa só d calcinha e camisetão c a casa toda aberta e os vizinho passando, ainda fui colocar o lixo na rua nesse estilo azareco",não

"Quem me encontrar hoje na rua, finge que não me viu. Eu tô um lixo em pessoa",não

"Tomei meu banho, coloquei minha roupa igual um lixo, minha mãe me pede para ir na rua 🙄🙄",não

Lixo na rua https://t.co/yADI8JX0MJ,não

E se tiver junto de mim e ousar a jogar lixo na rua vai levar um bale q nunca mais vai querer andar comigo 😌,não

"Se a ARLEYDE não atualizar a lista de ""amigos"" do Luan que vão ganhar kitizinho do dvd eu vou ficar mt puta. Sorteia pros fãs, distribui na rua, joga no lixo! MAS NÃO DÁ PRA ESSES FALSOS QUE SÓ PENSAM NO LUAN QUANDO CONVÉM. 

INFERNO!!!",não

O lixo do congresso e o presidente Rodrigo Maia já fizeram isso pra atrasar e ferrar com o governo. Até quando vai continuar esses deputados e senadores ferrando com o povo para benefício próprio. Tá na hora do povo ir pra rua e não parar até que essas duas casas sejam fechadas https://t.co/2nVe6kWCPl,não

"Nao poderia ter dia pior pra cortar o braço, perdi o clássico, mo temporal na rua o carro parecia mais um barco, pra no final chegar em casa e lidar com esse jogo do Vasco ridículo com esse estádio lixo",não

Cidadão flagrado jogando lixo na rua será multado em Divinópolis; Projeto foi aprovado pelos parlamentares https://t.co/JVr001eHLA,não

"O QUE JOGA LIXO NA RUA ACREDITA QUE A LIMPEZA JÁ ESTÁ NA CONTA. MAS, DE QUEM?



E não calcula o quanto a conta poderia ser reduzida se deixassem de jogar restos na rua. E o meio ambiente? Parte dos que jogam sugeria por aí acabam se…https://t.co/ZkSDX5XW2K https://t.co/RntYfY563F",não

"@Darci_Velasco Sobre o tema, ele é culpado assim como todos os outros também são pois os cara não fazem UM PROGRAMA LIMPEZA ou ate mesmo sobre educação de não jogar lixo na rua e tudo mais. O povo também tem sua parcela de culpa nisso. As consequências são as mortes.",não

"coisas que você não aguenta das pessoas — quando elas julgam dms e tbm quando jogam lixo na rua, tenho vontade de matar https://t.co/OArIP6MykL",não

Saudade dos acampamentos da minha turma que terminavam com alguém vomitando na grama da Simoni e outros dentro do lixo da rua,não

que ódio de quem joga lixo na rua pita que pariuuuuuuiii eu já considero como retardado,não

Tenho tanta vontade de fazer isso quando vejo um desgraçado jogando lixo na rua https://t.co/rZsVVnYbEn,não

"@Paulo25Ferreira @patrickmrd @fernandezmaris_ Mas por exemplo na zona sul onde ta ym caos, nao existe isso de lixo jogado ma rua, tem multa e o caminhao do lixo ta sempre trabalhando tudo limpinho, mas acontece as desgracas pq o estado fez um monte de merda ja, pq o estado nao investe em protecao contra esse tipo de coisa...",não

se me verem na rua podem me rebolar no mato pois a própria personificação do lixo,não

"Fui lá na rua jogar o lixo fora e fique conversando com a Nayane maior tempão, quando olhei a hora vim doida pra casa tinha até esquecido do outro dormindo!! 😅",não

Cadê os cusão que joga lixo na rua agora? https://t.co/22KYCy2TiE,não

"ACABEI DE DESCER PRA BOTAR A PORRA DO LIXO NA RUA E FIQUEI TRANCADO PQ ESQUECI A CHAVE

PUTA MERDA",não

Pessoal jogando os gatos na rua como se fossem lixo e eu olhando meu gato aprendendo a escalar magoadíssima pq ele quer me deixar,não

"Acordei fui na rua comprar as coisas da Malu, o cara ficou pintando aq em casa, qnd ele acabou um furacão, lixo p todo canto",não

"@senadorhumberto Incentivo aos que não gosta de estudar, coisa linda tira os alunos da sala de aula e põe na rua pra passar vergonha alheia. Tenho fé em Deus que um esse lixo de senador e outros deixaram a teta do país, e de comer o cérebro dos filhos alheios, nojo dessa escória",não

eu to um lixo n sei como deixam um animal como eu sair na rua assustando as pessoas desse jeito,não

@heydedea Não deixe o cu jogado na rua procure um lixo apropriado,não

Eu queria muito andar com uma arma de choque pra quando alguém jogasse lixo no chão na rua eu só desse um choque de longe a pessoa não ia nem ver de onde veio só ia cair no chão se debatendo que ódio que me dá meudeus,não

não me importa quem você seja se eu te ver jogando lixo na rua eu vou te xingar e se possível tacar ele de volta em você,não

"@ericaeumesma @windsetter Que atire a primeira pedra quem nunca jogou lixo na rua, terminou pelo zap, sequestrou criança, homenageou miliciano, né?



O mundo ta chato.",não

Quer me matar é ver alguém jogando lixo na rua,não

Se vcs ligarem a tv e colocar na globo vão perceber a importância de NAO JOGAR A PORRA DO LIXO NA RUA.,não

"@jeffersoneliez @bcbm15 Foi mal educada, grossa, arrogante. Estaria na rua imediatamente.

Mas como a Globo é lixo vai ""passar o pano"".

#brumadinho",não

"minha mãe me chamou pra ir na rua rapidão e agora que estamos na rua ela avisou que vai no mercado, tô o próprio lixo cara",não

"Esse poste, na Rua Floriano Peixoto, no bairro de Neves, tem como única utilidade servir de apoio ao lixo jogado alí indevidamente. Solicitamos por mais de uma vez que seja retirado, para tentar amenizar o problema do lixo. Aguardamos providências da @EnelClientesBR @EnelBrasil. https://t.co/SqyLohQFlf",sim

617391 pessoas me chamando pra ir na rua Euen,não

"Tá passando o caminhão de lixo aqui na rua , a vontade de gritar ""me leva"" tá grande , aaaaaa https://t.co/AdKDYQUwL2",não

"não ando na rua de fone pra não ser assaltada

ai hj eu taquei o fodase e botei no som maximo

fiquei tão distraída cantando que por 1s eu ia bater de cara num saco de lixo",não

Sono é lixo mas o fogo no cu de ficar na rua é maior,não

"Um ranço — pessoa que joga lixo na rua, ÓDIO MORTAL APENAS https://t.co/JVeujztMSh",não

"@bocaonews Aqui na rua José petitinga Cosme de Farias, não é diferente mas a culpa não é dos órgão de limpeza urbana,  e sim da população,  pois além de ter uma placa advertindo que não pode jogar lixo ou entulho a população faz isso diariamente.",sim

"a concentração boêmia eh num lugar LIXO, cidade baixa só tem rua apertada, meio fio baixo e bar ruim... ate hoje sonho num role concentrado no triangulo ou na praça do strip... https://t.co/1KMlYRgO3Q",não

"eu hoje: puts kkk eu sou um lixo



moça q eu tava conversando na rua: como vc é bonita



eu: https://t.co/h5VE5jhQ7B",não

"""A culpa é do prefeito "" sim é o prefeito que joga lixo na rua mesmo https://t.co/MSNpmxojYA",não

Não confio em quem joga lixo na rua,não

"Vc nasceu de uma fraquejada?

Vc não merece ser estuprada?

Vc tem q ganhar menos porquê engravida?

Vc merece apanhar porquê beijou outro cara na rua?

Seu peso é em arrobas?

Vc não serve nem pra procriar?



Se não, espero q vc tenha tido coerência e não tenha jogado seu voto no lixo",não

é 2019 e as pessoas jogam lixo na rua cara as vezes eu quero me matar só de pensar nisso,não

"@notarinea @LauraAnacleto2 Praia/ Mar e também nas cidades, em que muitos cidadãos idiotas ficam jogando lixo na rua e que vão parar nos rios",não

"Botei curativo no Grinch e ele ficou TRÊS dias sem aparecer em casa hoje chegou fazendo bagunça no lixo, gritando na rua e ainda entrou só pra comer e já foi embora de novo ele é o gato mais implicante e vingativo que existe",não

"Eu odeio jogar lixo na rua mas fica difícil quando vc tem que andar quase 500m pra achar uma lixeira, e ainda são aquelas lixeiras de casa que é furada, não adianta nada... #maislixeiras",não

"@Furacones Como os japoneses tem uma ideia de n incomodar ninguém até os moradores de rua seguem isso, e eles n ficam na rua pedindo esmolas. Os próprios moradores de rua constroem abrigos e vivem catando lixo para reciclar. E os demais só usam lugares públicos p dormir e não passam o dia.",não

"gente por favor não joguem lixo na rua caralho, carrega essa merda com vocês até acharem uma lixeira",não

"todas as cidades deviam ter umas lixeiras grandes em cada rua justamente pra vizinhança ter um lugar seguro pra deixar o lixo. e também um canil pra não deixar pets na rua, eles com fome rasgam as sacas de lixo e a chuva leva para os bueiros. NÃO MALTRATEM OS PETS bom dia",não

As pessoas não tem noção do impacto de todo o lixo que jogam na rua. https://t.co/mZEyLZIe9U,não

Eu tô tão cansado que nem me liguei que fui botar o lixo na rua de cueca... Pqp... rs,não

Tem que liberar o porte de arma pra eu atirar na mão de quem joga lixo na rua.,não

@giihtori Quando sento e pago caro pra beber la to pagando imposto.  A sua resposta so mostra a falta de respeito e consciência c qm trabalha e mora na região .  Noção nenhuma da parte de qm faz essas zonas ai  que so fode com qm frequenta la. Deixa a rua um lixo,não

"📌 RIOS DAS PEDRAS  | 😱MUITO LIXO NA RUA 



📋 ""Hoje de Manhã em Rio das Pedras. Via principal do bairro!

Alguém sabe informar se o lixo já foi… https://t.co/uEIqf9ag3K",sim

"Vsf, o Prefeito é um filho da puta sim, pq n está investindo em nada no Rio. 

Mas vc que joga a porra do lixo no chão ou nas valas são uns filhos da putas tb!!Vamos por a mão na consciência e pensar duas vezes antes de jogar lixo na rua/chão/valas. Isso ajuda a causar enchentes😠",não

@guiarana26 SUSTENTA O QUE VOCÊ FALA SEU FILHO DA PUTA DO CARAI DEPOIS QUE TOMA UM PAU JO MEIO DA RUA VAI SE FAZER DE VÍTIMA NO DIA QUE VOCE CRUZAR O MEU CAMINHO QUERO VER VOCE SER HOMEM DE CANTAR A MERDA QUE VOCÊ CANTOU NA MINHA CARA SEU CUZÃO JOGAR LIXO,não

"@busanvert Alguém fala aí pra esse xerife da prefeitura , pra usar toda essa conversa dele qdo ver um marmanjo jogando lixo na rua. Isso é um palhaço.",não

"e meu trabalho fica praticamente do lado, aí o transito fica um lixo, cheio de carro na rua",não

"@carowejo Cada um que faça por merecer, vejo isso quando necessitamos de algo de funcionários públicos, meu último trauma foi pedir ""favor"" no ministério da Saúde em SP na av 9 de julho, solicitei um PB-4, e fui tratado igual lixo, ou até pior, sensação de ser assaltado, revoltante! Rua já",não

"Parece que tem um bicho morto na rua, faz uns 5 dias que nao passa o caminhão do lixo 

O fedor tá horrível",não

"@MarinaSilva Jogar lixo na rua ,garrafas  etc , contribui com enxentes .",não

"Se os cristãos neopentecostais (ditos evangélicos) gastassem a energia q gastam fiscalizando o cu da comunidade LGBTQ+ fiscalizando o pessoal q joga lixo na rua, o Brasil seria um lugar mt melhor",não

"odeio jogar lixo na rua, guardo tudo na minha mochila e dps esqueço de tirar🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️",não

"@bandnewsfmrio Waguinho vagabundo paga os lixeiros Parque São José tá uma bosta lixarada na rua Parque Amorim tbm Parque Roseiral, Parque Floresta,Prata,Estrada Plínio Casado montanha d lixo",sim

"Menos um caixote de lixo na rua, mais uma mão inchada 😤",não

"Vixe, Gustavo Bruno, dando na cara de uma mulher no meio da rua em plena luz do dia?? Que lixo. #EspelhodaVida",não

Acho fofo vc postar no Instagram “salve o planeta” mas joga lixo na rua smp ne mô,não

"@mickchuck_ Na fase Moto G do meu Instagram eu tirava foto até de lata de lixo na rua para combinar com a resolução da câmera, aí depois quando troquei de telefone passei a me sentir na obrigação de publicar coisas melhorzinhas",não

"Eu guardo lixo na capa do celular pra ñ jogar na rua, me sinto tão consciente",não

@tayonemedeiros_ a sociedade é mais lixo que eu mas pirra mano macho eu me imaginei de regata fio dental topzera assoviando pras guria na rua agora eu to chocado,não

vc precisa entender se vc usa canudinho de plástico e joga lixo na rua eu não gosto de vc,não

@KDFE4ever @IvanValente Sera que este doente queria que ela fosse de busão ou metro ate Genebra?ou revirasse a caçamba de lixo na rua procurando que comer?estou pra ver raça de mais baixo escalão igual essa na politica,não

e eu q fui no meio da rua juntar um lixo p botar na lixeira so de camisetao e calcinha,não

"Meus pensamentos: ""Nossa, que menina bonita""



~Ela joga lixo na rua~



Eu: ""Mal educada, tá passando vergonha""",não

"Esse país que diz #BrasilÉBolsonaro é aquele mesmo país que não gosta de estudar, que faltava nas aulas de história, que adora jogar lixo na rua, que é racista, machista e homofóbico e que adora armas mas paga de cristão. 

Não me representa!",não

"esse povo q dorme até meio dia não tem mãe não??

eu q não levanto pra colocar o lixo na rua pra ver a surra q eu tomo",não

"Meu Deus eu não consigo mais conversar com meu pai sobre assunto nenhum pq ele teima SOBRE TUDO

Tá falando que canudo e copo descartável dissolvem na natureza super rápido e não precisa de preocupar 



(Pelo menos ele não joga lixo na rua, tá meninas)",não

"rapaz, o caminhão de lixo passou correndo aqui na rua estilo

need for speed: o desafio reciclagem",não

"Vcs tb vivem o dilema de pegar ou não folhetos de pessoas na rua ?? Eu me sinto mal em não pegar, mas tb de pegar e incentivar esse desperdício e a produção de mais lixo",não

"eu sou feia, mas pelo menos tenho um gosto musical incrível, não jogo lixo na rua, sei a diferença entre ""mas"" e ""mais"", não sou preconceituosa, não maltrato os animais, sou cheirosa, só assisto série boa e o melhor de tudo, eu não apoio o bolsonaro.",não

"você que joga lixo na rua, Deus tá vendo parça",não

Hoje eu vi um gari jogando lixo na rua  KKKKKKKKK,não

desculpa de crente que joga lixo na rua https://t.co/DJ7sDJofBd,não

"Nesta semana, o prefeito Bruno Covas falou sobre  prevenção e  combate às  enchentes. Veja a quantidade de lixo espalhado e uma caçamba  clandestina transbordando na pequena Rua Padre José de Jambeiro  com avenida  Carlos Caldeira Filho, na região do Capão Redondo [zona sul]. https://t.co/hOEmkuhkpZ",não

"gente hj atropelaram um gatinho aqui na rua de casa, dei um velório digno e enterrei ele, e quando a vizinha retardada me disse pra jogar no lixo eu chamei ela de loca e perguntei se quando morresse iam jogar ela no lixo tb",não

"gente na moral não joguem lixo na rua porra, se não tiver lixeira perto guarda no bolso sla

um pouco q chove as ruas ficam alagadas",não

Aí tu tá botando o lixo na moral e brota um nego do nada na bike perguntando se a rua tem saída! ✌🏽😗😨,não

"Cara eu sei que o governo tem uma parcela de culpa. Mas eu fico puta com essas pessoas reclamando que tá tudo alagado , para de reclamar e vai tirar o lixo que tu joga na rua fdp",não

"Eu fico mt brava qnd vejo alguém jogando lixo na rua, nossa",não

"passou um caminhão na rua e minha mãe ""quem é?"" minha irmã tava do lado dela e eu falei ""o caminhão de lixo que veio buscar a lydia"" minha mãe cascou de rir e minha irmã ""me defende mãe""",não

"@Darlene_Braga Senhora Secretária,  Parabéns pelo seu trabalho pela Cidade. Mas gostaria de Solicitar sua atenção , por um ponto de lixo, na Rua José da França Cabral com Rua Adélia Feijó,  Esplanada do Castelão.  Está prejudicando a população da área.  Agradeço  antecipadamente.",sim

"Os moradores bem que podiam colaborar e não descartar tanto lixo na rua e nos lotes baldios. A prefeitura faz a sua parte mas, se não houver a colaboração da comunidade, ninguém vence, só o mosquito. https://t.co/zOvQTuQXKh",não

"Vocês acham ruim o grupo da família?

É porque os seus vizinhos não fizeram um e te colocaram AHAHAHAHA

Hoje foi o dia de reclamar do lixo na rua",não

velho eu odeio quem joga lixo na rua namoral mesmo VOCÊS QUE JOGAM LIXO NA RUA DEIXEM DE SER NOJENTOS E SEBOSOS COISA FEIA DO CARAIO,não

Caminhando na rua João Guilherme Sobrinho no Bairro de boa Viagem mim deparei com esta bela foto tirada em 1908 jogada ao lixo. https://t.co/qW0XIPrwJd,não

Olha o nível desse desqualificado! Vai tomar rua na cara! Lixo! https://t.co/V7fH4EjvEE,não

se for pra jogar lixo no chão joga no chão da sua casa nao na rua seus desgraçado,não

Veja o que fazer quando um arrombado joga lixo na rua pelo vidro do carro https://t.co/di2UwWVWb2,não

"Colocaram aquelas caçambas de lixo da prefeitura na minha rua, e cada vez que eu vou lá me surpreendo com o povo da minha rua, já colocaram: Carvão recém tirando da churrasqueira, tora de madeira, terra tijolo galão de 20 litros de óleo, roupa velha, etc..TUDO MENOS O LIXO COMUM",não

A gente sai jogar o lixo 🚮 na rua maior candanga e ainda leva cantada. 😏,não

"""Se você joga lixo na rua, se jogue na rua porque você também é um lixo""

- Márcio Donato",não

"minha nossa senhora eu tô a cara do desleixo, se eu ficar parada na rua o caminhão do lixo passa e me leva",não

"Sou feio mas pelo menos tenho um gosto musical incrível, não jogo lixo na rua, sei a diferença de mas e mais, não sou preconceituoso, não maltrato os animais, só assisto séries boas e o melhor de tudo é que não apoio o Bolsonaro.",não

@LulaOficial @orlandosavaris1 Lixo na rua. Não aprenderam nada.,não

"@flaviastine Sabini só pegou umas larvinhas na boca, por causa de comer lixo na rua. Que melhorou pq meu pai passou um troço metalizado",não

"@CarolDeToni3 Você não tem vergonha de andar na rua e ser reconhecida como um atraso, má referência e lixo de ser humano? Você é uma vergonha nacional!",não
